gameid,playoffs,game,team_x,gamelength,result,kills,deaths,assists,doublekills,triplekills,quadrakills,pentakills,firstblood,team kpm,ckpm,firstdragon,dragons,elementaldrakes,infernals,mountains,clouds,oceans,elders,firstherald,heralds,firstbaron,barons,firsttower,towers,firstmidtower,firsttothreetowers,inhibitors,damagetochampions,dpm,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,goldspent,gspd,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,golddiffat10,xpdiffat10,csdiffat10,golddiffat15,xpdiffat15,csdiffat15,team_y
ESPORTSTMNT01/1043223,0,3,Gen.G,2637,0,-6.0,6.0,-21.0,-2.0,0.0,0.0,0.0,1.0,-0.13649999999999998,0.0,0.0,-4.0,-3.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-9.0,0.0,0.0,-4.0,-21274.0,-484.05009999999993,118.17980000000034,2039.818,-26.0,-0.5915999999999997,16.0,0.36409999999999965,-31.0,9.0,0.20480000000000054,-5090.0,-5090.0,-115.81340000000012,275.0,0.00820742,-10.0,49.0,-27.0,1034.0,247.0,-11.0,547.0,1146.0,41.0,Afreeca Freecs
ESPORTSTMNT02/991896,0,1,ahq eSports Club,1823,1,10.0,-10.0,28.0,2.0,0.0,0.0,0.0,1.0,0.3292,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,3.0,25440.0,837.3011,-1007.4601999999998,-488.8206,5.0,0.16460000000000008,23.0,0.7570000000000001,5.0,82.0,2.698900000000001,9856.0,9856.0,324.38839999999993,7937.0,0.34526399999999996,52.0,4.0,16.0,28.0,765.0,-3.0,89.0,898.0,-22.0,Machi Esports
ESPORTSTMNT03/1000552,0,2,Machi Esports,2596,1,9.0,-9.0,22.0,3.0,0.0,0.0,0.0,1.0,0.2081,0.0,1.0,6.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,1.0,1.0,3.0,160.0,3.6980000000000928,365.33899999999994,1201.2250000000001,8.0,0.18489999999999984,-3.0,-0.0693999999999999,-2.0,29.0,0.6702999999999992,16930.0,16930.0,391.29430000000013,12600.0,0.357574,100.0,12.0,60.0,2576.0,1744.0,16.0,4130.0,2952.0,45.0,ahq eSports Club
ESPORTSTMNT02/991935,0,1,DAMWON Gaming,2434,0,-9.0,9.0,-25.0,-2.0,0.0,0.0,0.0,0.0,-0.2218,0.0,1.0,2.0,2.0,-1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-6.0,1.0,0.0,-1.0,-15813.0,-389.80280000000005,681.4707999999998,221.70910000000003,-9.0,-0.22189999999999976,5.0,0.12319999999999975,-5.0,-14.0,-0.3451000000000004,-5466.0,-5466.0,-134.74109999999996,-2825.0,-0.0845966,7.0,-1.0,3.0,228.0,794.0,13.0,-1281.0,-455.0,6.0,Griffin
ESPORTSTMNT02/991993,0,3,ahq eSports Club,1648,1,6.0,-6.0,15.0,1.0,2.0,1.0,1.0,1.0,0.21839999999999998,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4080.0,148.54370000000017,-0.29120000000011714,-726.9902999999999,1.0,0.03639999999999999,-3.0,-0.10919999999999996,-5.0,5.0,0.1819999999999995,7145.0,7145.0,260.1335,-45.0,-0.001996562,16.0,-15.0,6.0,1450.0,85.0,18.0,4304.0,553.0,8.0,Machi Esports
ESPORTSTMNT02/981910,0,2,Griffin,1655,1,17.0,-17.0,28.0,5.0,0.0,0.0,0.0,1.0,0.6163,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,10.0,1.0,1.0,1.0,12636.0,458.1026999999999,-278.2478000000001,860.9547,39.0,1.4139,9.0,0.32620000000000005,-9.0,119.0,4.3142,15935.0,15935.0,577.7039,11260.0,0.49928,72.0,12.0,23.0,2074.0,1135.0,33.0,8304.0,5530.0,90.0,DAMWON Gaming
ESPORTSTMNT05/1070616,0,1,Team Vitality,1950,1,3.0,-3.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0923,0.0,0.0,-3.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,11523.0,354.5539000000001,-220.15380000000005,-276.55380000000014,36.0,1.1077000000000004,-9.0,-0.27690000000000015,4.0,41.0,1.2614999999999998,9375.0,9375.0,288.4616000000001,4438.0,0.16642300000000002,49.0,11.0,19.0,1324.0,219.0,55.0,1869.0,152.0,41.0,Fnatic
ESPORTSTMNT05/1080609,0,1,Rogue,2069,0,-11.0,11.0,-21.0,-2.0,0.0,0.0,0.0,0.0,-0.319,0.0,0.0,-3.0,-3.0,-2.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,-2.0,0.0,-6.0,0.0,0.0,-1.0,-22549.0,-653.9101,726.2348999999999,-610.6139000000003,-8.0,-0.2320000000000002,-18.0,-0.522,-1.0,-70.0,-2.030000000000001,-13555.0,-13555.0,-393.08850000000007,-8450.0,-0.281198,-91.0,-32.0,-31.0,-1743.0,-1290.0,-28.0,-4125.0,-3878.0,-67.0,Splyce
ESPORTSTMNT05/1080616,0,1,G2 Esports,2678,1,-5.0,5.0,-28.0,0.0,-1.0,0.0,0.0,1.0,-0.11199999999999999,0.0,0.0,-2.0,-3.0,-1.0,-2.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,1.0,2.0,0.0,0.0,2.0,3883.0,86.99770000000035,211.45629999999983,-239.64149999999972,54.0,1.2099000000000002,-2.0,-0.04479999999999995,0.0,119.0,2.666200000000001,4633.0,4633.0,103.80130000000008,-470.0,-0.012990600000000001,58.0,46.0,27.0,1799.0,521.0,29.0,1039.0,-1586.0,45.0,Excel Esports
ESPORTSTMNT02/982269,0,1,DRX,1568,1,13.0,-13.0,28.0,2.0,0.0,0.0,0.0,1.0,0.49739999999999995,0.0,1.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,3.0,17374.0,664.8214,-549.5281,530.4337,15.0,0.5739999999999998,13.0,0.49750000000000005,9.0,81.0,3.0995,17363.0,17363.0,664.4004999999999,12593.0,0.586314,99.0,24.0,29.0,848.0,664.0,30.0,3600.0,2159.0,78.0,Afreeca Freecs
ESPORTSTMNT02/982306,0,1,Dragon Gate Team,2050,0,-5.0,5.0,-19.0,-2.0,-1.0,0.0,0.0,1.0,-0.14640000000000003,0.0,1.0,-3.0,-3.0,0.0,0.0,-1.0,-2.0,0.0,1.0,1.0,0.0,-1.0,0.0,-6.0,0.0,1.0,-2.0,-2589.0,-75.77560000000017,143.67799999999988,-909.7755999999999,-24.0,-0.7023999999999999,12.0,0.3512000000000002,-14.0,-44.0,-1.2877999999999998,-4613.0,-4613.0,-135.01469999999995,-2915.0,-0.0964554,-8.0,-20.0,12.0,359.0,-230.0,11.0,841.0,1518.0,10.0,Machi Esports
ESPORTSTMNT02/982307,0,2,Afreeca Freecs,1982,0,-11.0,11.0,-21.0,-2.0,0.0,0.0,0.0,1.0,-0.33290000000000003,0.0,1.0,-2.0,-2.0,0.0,1.0,0.0,-3.0,0.0,0.0,-1.0,1.0,1.0,0.0,-4.0,0.0,0.0,-1.0,5218.0,157.9616000000001,-313.3804,-1264.9950000000001,-19.0,-0.5751000000000004,13.0,0.39349999999999996,-5.0,7.0,0.21189999999999998,-8604.0,-8604.0,-260.4642000000001,-3025.0,-0.11491960000000001,-66.0,-37.0,-16.0,339.0,-784.0,-5.0,-2054.0,-2914.0,-10.0,DRX
4288-5393,0,1,LGD Gaming,2149,0,-10.0,10.0,-25.0,0.0,0.0,0.0,0.0,0.0,-0.27919999999999995,0.0,0.0,-3.0,-3.0,-2.0,-2.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,-5.0,1.0,1.0,-1.0,-5530.0,-154.39740000000006,228.66449999999986,-24.485799999999927,-54.0,-1.5077000000000003,21.0,0.5863,-9.0,-61.0,-1.7031,-7366.0,-7366.0,-205.65840000000003,-3032.0,-0.10297339999999999,-38.0,-9.0,-11.0,536.0,326.0,27.0,278.0,-439.0,57.0,Rogue Warriors
ESPORTSTMNT03/1010622,0,2,Dragon Gate Team,1474,1,11.0,-11.0,23.0,2.0,0.0,0.0,0.0,0.0,0.4478,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,19643.0,799.5794000000001,-421.1397000000002,-338.42599999999993,-9.0,-0.3663000000000003,16.0,0.6513,-13.0,31.0,1.2618,10201.0,10201.0,415.23739999999987,5124.0,0.253432,73.0,17.0,37.0,588.0,1075.0,16.0,3097.0,4408.0,18.0,Machi Esports
4288-5394,0,2,Rogue Warriors,1776,0,-4.0,4.0,-3.0,-1.0,0.0,0.0,0.0,0.0,-0.1351,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,-1.0,0.0,0.0,1.0,-9.0,0.0,0.0,-2.0,-16693.0,-563.9526999999999,127.16210000000001,149.4931999999999,20.0,0.6757,-27.0,-0.9120999999999999,3.0,-61.0,-2.0608000000000004,-5360.0,-5360.0,-181.0811000000001,-3608.0,-0.1536824,-48.0,4.0,-37.0,-1190.0,-1052.0,-4.0,-434.0,-549.0,2.0,LGD Gaming
ESPORTSTMNT02/992526,0,3,Dragon Gate Team,1919,0,-11.0,11.0,-31.0,-3.0,-2.0,0.0,0.0,1.0,-0.3439,0.0,0.0,-3.0,-3.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,-7.0,1.0,1.0,-2.0,-8526.0,-266.5763999999999,241.1256000000003,-228.7442000000001,-9.0,-0.28139999999999965,1.0,0.031199999999999894,-7.0,-28.0,-0.8755000000000006,-12015.0,-12015.0,-375.6643999999999,-7230.0,-0.252974,-35.0,-6.0,-5.0,954.0,-204.0,27.0,1563.0,1665.0,28.0,Machi Esports
4288-5395,0,3,LGD Gaming,1891,0,-11.0,11.0,-26.0,-2.0,0.0,0.0,0.0,1.0,-0.349,0.0,0.0,-4.0,-4.0,-3.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-2.0,0.0,-8.0,0.0,0.0,-2.0,-22277.0,-706.8323,509.06399999999985,381.2269000000001,-9.0,-0.2856000000000001,-10.0,-0.3173,5.0,-70.0,-2.2211,-7596.0,-7596.0,-241.0154,-4649.0,-0.18267020000000003,-58.0,-10.0,-24.0,202.0,-963.0,11.0,-688.0,-1424.0,42.0,Rogue Warriors
4289-5396,0,1,Oh My God,1617,0,-8.0,8.0,-14.0,-1.0,-1.0,0.0,0.0,0.0,-0.29689999999999994,0.0,0.0,-4.0,-4.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-11.0,0.0,0.0,-2.0,2604.0,96.62339999999995,-534.6938,-701.2987,3.0,0.1113000000000004,-18.0,-0.6679,12.0,-61.0,-2.2634999999999996,-13972.0,-13972.0,-518.4416,-9500.0,-0.421566,-84.0,-19.0,-32.0,-1801.0,-2264.0,-39.0,-5085.0,-4177.0,-71.0,Top Esports
4289-5397,0,2,Oh My God,1354,0,-10.0,10.0,-16.0,-1.0,0.0,0.0,0.0,0.0,-0.4431,0.0,0.0,-2.0,-2.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-10.0,0.0,0.0,-2.0,-17073.0,-756.5584,292.9099000000001,96.42540000000008,21.0,0.9306000000000001,-8.0,-0.3544999999999999,0.0,-19.0,-0.8419999999999996,-14294.0,-14294.0,-633.4122000000001,-11400.0,-0.63027,-78.0,-22.0,-36.0,-2487.0,-1733.0,-47.0,-6821.0,-3468.0,-82.0,Top Esports
ESPORTSTMNT05/1070772,0,1,FC Schalke 04 Esports,2303,1,16.0,-16.0,35.0,2.0,1.0,0.0,0.0,1.0,0.41679999999999995,0.0,1.0,5.0,5.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,10.0,1.0,1.0,4.0,-8345.0,-217.4121,631.2113999999997,1042.3795,17.0,0.44289999999999985,22.0,0.5731999999999999,4.0,143.0,3.7256,14735.0,14735.0,383.8905,1175.0,0.0369424,75.0,-7.0,41.0,1926.0,1044.0,-22.0,3737.0,2056.0,-34.0,Fnatic
ESPORTSTMNT05/1070822,0,1,G2 Esports,1391,1,8.0,-8.0,29.0,1.0,1.0,0.0,0.0,1.0,0.34509999999999996,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,1.0,1.0,1.0,37677.0,1625.1762,-1820.2301000000002,-1453.0697,-11.0,-0.47450000000000037,7.0,0.3019,-13.0,28.0,1.2077,10907.0,10907.0,470.4673,6148.0,0.34371399999999996,35.0,5.0,13.0,1576.0,78.0,28.0,5112.0,3365.0,58.0,Rogue
ESPORTSTMNT02/992625,0,1,Team Liquid,2182,1,8.0,-8.0,27.0,1.0,0.0,0.0,0.0,0.0,0.21999999999999997,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,2.0,1.0,9.0,0.0,1.0,4.0,12619.0,346.99360000000024,-344.5187999999998,-796.9661000000001,4.0,0.11000000000000032,5.0,0.13750000000000018,-17.0,21.0,0.5774999999999997,9057.0,9057.0,249.0467,6745.0,0.23439400000000002,31.0,1.0,20.0,408.0,1671.0,5.0,117.0,300.0,9.0,Cloud9
ESPORTSTMNT02/992641,0,1,100 Thieves,2099,0,-7.0,7.0,-16.0,-1.0,-1.0,0.0,0.0,0.0,-0.20010000000000003,0.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.0,-9.0,0.0,0.0,-4.0,497.0,14.206800000000158,-261.4960000000001,210.98620000000028,-14.0,-0.40020000000000033,0.0,0.0,-5.0,-9.0,-0.25729999999999986,-7928.0,-7928.0,-226.62220000000013,-3325.0,-0.1180386,1.0,8.0,4.0,1044.0,549.0,31.0,-560.0,-2014.0,35.0,Team SoloMid
ESPORTSTMNT02/992680,0,1,FlyQuest,1953,1,11.0,-11.0,32.0,1.0,-1.0,0.0,0.0,1.0,0.33799999999999997,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,8.0,0.0,0.0,3.0,3454.0,106.11359999999968,-134.4699999999998,648.5407,-9.0,-0.27649999999999997,1.0,0.03070000000000006,2.0,14.0,0.43010000000000037,8456.0,8456.0,259.78499999999985,5760.0,0.20981599999999997,22.0,-5.0,13.0,-1089.0,-523.0,-35.0,82.0,-763.0,-40.0,Golden Guardians
ESPORTSTMNT02/982640,0,1,SK Telecom T1,2241,1,10.0,-10.0,20.0,1.0,0.0,0.0,0.0,1.0,0.26770000000000005,0.0,1.0,4.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,-1.0,1.0,1.0,1.0,8.0,0.0,0.0,3.0,-1408.0,-37.69749999999999,-14.029500000000098,1143.4003,21.0,0.5622999999999996,-8.0,-0.21420000000000017,16.0,2.0,0.053599999999999426,13286.0,13286.0,355.71619999999984,5330.0,0.17053279999999998,91.0,10.0,37.0,728.0,-409.0,-3.0,2003.0,-405.0,-2.0,DAMWON Gaming
ESPORTSTMNT02/992747,0,2,DAMWON Gaming,1989,1,12.0,-12.0,40.0,3.0,0.0,0.0,0.0,0.0,0.36200000000000004,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,-706.0,-21.2971,7.209599999999682,486.33490000000006,-41.0,-1.2368000000000001,40.0,1.2066000000000001,-6.0,76.0,2.2927,6914.0,6914.0,208.56719999999996,3950.0,0.139922,59.0,22.0,13.0,-798.0,208.0,-24.0,-1391.0,210.0,-24.0,SK Telecom T1
4290-5398,0,1,Suning,1835,1,7.0,-7.0,19.0,3.0,1.0,1.0,0.0,1.0,0.2289,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9917.0,324.26150000000007,-94.85559999999987,-651.6621,-11.0,-0.3595999999999999,1.0,0.03269999999999995,-5.0,7.0,0.22890000000000033,9891.0,9891.0,323.41139999999996,1415.0,0.0603058,-13.0,-6.0,-3.0,-174.0,-688.0,11.0,1834.0,58.0,6.0,Snake Esports
ESPORTSTMNT02/992751,0,3,SK Telecom T1,2035,1,5.0,-5.0,16.0,1.0,0.0,0.0,0.0,1.0,0.1474,0.0,0.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,30745.0,906.4865,-547.3710000000001,-937.4446999999998,72.0,2.1228999999999996,-22.0,-0.6487,20.0,92.0,2.7125000000000004,6298.0,6298.0,185.69039999999995,2725.0,0.0995516,-12.0,-7.0,11.0,1207.0,506.0,-15.0,1347.0,102.0,-24.0,DAMWON Gaming
4290-5399,0,2,Snake Esports,1852,0,-2.0,2.0,-6.0,0.0,0.0,0.0,0.0,0.0,-0.0648,0.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-8.0,0.0,0.0,-3.0,9927.0,321.60900000000015,-493.9633000000001,-367.095,-24.0,-0.7776000000000001,12.0,0.38870000000000005,-6.0,-48.0,-1.5549999999999997,-5938.0,-5938.0,-192.37580000000003,-5150.0,-0.20255599999999999,-30.0,-6.0,-8.0,493.0,447.0,-11.0,-1458.0,-981.0,9.0,Suning
ESPORTSTMNT02/982686,0,1,Jin Air Green Wings,1970,0,-6.0,6.0,-15.0,-1.0,0.0,0.0,0.0,0.0,-0.18279999999999996,0.0,0.0,-4.0,-4.0,0.0,-1.0,-2.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-11.0,0.0,0.0,-3.0,-2506.0,-76.32489999999984,-60.48730000000023,18.548300000000154,18.0,0.5483000000000002,-22.0,-0.6700000000000002,7.0,-24.0,-0.7309999999999999,-13045.0,-13045.0,-397.30960000000005,-5982.0,-0.22623000000000001,-65.0,-5.0,-15.0,-570.0,-579.0,-19.0,-1519.0,-1466.0,-21.0,Gen.G
ESPORTSTMNT02/992771,0,2,Gen.G,2381,0,-8.0,8.0,-26.0,-2.0,-1.0,-1.0,0.0,0.0,-0.2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1.0,2.0,-535.0,-13.481800000000021,95.9092999999998,-853.8344999999999,10.0,0.2519999999999998,22.0,0.5544000000000002,-1.0,79.0,1.9907999999999992,768.0,768.0,19.353200000000015,-180.0,-0.0054595,85.0,22.0,18.0,424.0,594.0,31.0,1907.0,1623.0,88.0,Jin Air Green Wings
ESPORTSTMNT02/992779,0,3,Jin Air Green Wings,1895,0,-10.0,10.0,-25.0,-2.0,-1.0,0.0,0.0,0.0,-0.3166,0.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,-8.0,0.0,0.0,-1.0,-39359.0,-1246.1952999999999,1078.6702,492.50660000000016,-30.0,-0.9499,15.0,0.4749000000000001,-3.0,-61.0,-1.931400000000001,-10538.0,-10538.0,-333.6569999999999,-8512.0,-0.33889400000000003,-66.0,-16.0,-22.0,-1096.0,-946.0,-30.0,-918.0,-83.0,3.0,Gen.G
ESPORTSTMNT02/992840,0,1,FlyQuest,2406,1,6.0,-6.0,23.0,2.0,0.0,0.0,0.0,0.0,0.1496,0.0,1.0,2.0,2.0,0.0,-1.0,1.0,2.0,0.0,0.0,-1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,-2154.0,-53.71569999999997,410.4738000000002,-496.58349999999973,-12.0,-0.2991999999999999,3.0,0.07489999999999997,-16.0,-25.0,-0.6235000000000008,11353.0,11353.0,283.11720000000014,4283.0,0.12834600000000002,14.0,36.0,-4.0,-890.0,160.0,16.0,-938.0,-162.0,14.0,OpTic Gaming
ESPORTSTMNT02/992872,0,1,Team Liquid,2009,1,11.0,-11.0,26.0,3.0,0.0,0.0,0.0,0.0,0.3285,0.0,0.0,3.0,3.0,3.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,1.0,2.0,11245.0,335.8387,-400.28870000000006,359.6714999999999,0.0,0.0,7.0,0.20910000000000006,-7.0,23.0,0.6868999999999996,9323.0,9323.0,278.4369999999999,3925.0,0.1466262,59.0,4.0,16.0,-215.0,835.0,5.0,-812.0,1027.0,-8.0,Counter Logic Gaming
ESPORTSTMNT02/992889,0,1,Clutch Gaming,1985,1,4.0,-4.0,18.0,2.0,1.0,0.0,0.0,0.0,0.12090000000000001,0.0,1.0,-2.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,7.0,1.0,1.0,2.0,19990.0,604.2317,-621.1889000000001,-367.64739999999983,31.0,0.9371,-17.0,-0.5139,4.0,-3.0,-0.0907,7971.0,7971.0,240.9369999999999,3205.0,0.114623,3.0,23.0,-1.0,-1527.0,-2527.0,-12.0,-1317.0,-1098.0,12.0,Team SoloMid
4291-5400,0,1,Invictus Gaming,1909,1,5.0,-5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.15710000000000002,0.0,0.0,-2.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,17567.0,552.1320000000003,-427.1659999999997,63.928699999999935,-18.0,-0.5657000000000001,19.0,0.5971,-2.0,14.0,0.4400000000000004,7466.0,7466.0,234.65689999999995,1665.0,0.0618816,16.0,-1.0,2.0,1079.0,1103.0,10.0,2827.0,1835.0,28.0,JD Gaming
4291-5401,0,2,JD Gaming,2070,1,13.0,-13.0,26.0,2.0,0.0,0.0,0.0,1.0,0.3768,0.0,1.0,3.0,0.0,0.75,0.75,0.75,0.75,0.0,1.0,1.0,1.0,2.0,1.0,11.0,1.0,1.0,3.0,10531.0,305.2464,-92.05799999999999,-265.2174,18.0,0.5217,1.0,0.029000000000000026,0.0,34.0,0.9855,14795.0,14795.0,428.8406,8995.0,0.3283,19.0,-14.0,18.0,1825.0,-129.0,-19.0,1823.0,-1069.0,-14.0,Invictus Gaming
4291-5402,0,3,JD Gaming,1989,1,13.0,-13.0,27.0,2.0,0.0,0.0,0.0,1.0,0.3921,0.0,0.0,2.0,2.0,2.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,1.0,1.0,3.0,21887.0,660.2412999999999,-882.8053999999997,-1373.5143000000003,12.0,0.3620000000000001,6.0,0.18099999999999983,9.0,80.0,2.4133000000000004,10689.0,10689.0,322.4434,5725.0,0.204328,44.0,9.0,11.0,2233.0,1380.0,-10.0,4279.0,317.0,-6.0,Invictus Gaming
4294-5408,0,1,Top Esports,1756,1,16.0,-16.0,41.0,3.0,1.0,0.0,0.0,1.0,0.5467,0.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,22497.0,768.6902,-681.7311999999997,-80.74030000000016,7.0,0.23919999999999986,9.0,0.3075000000000001,-4.0,64.0,2.1868,12093.0,12093.0,413.20039999999995,9120.0,0.353044,34.0,-5.0,18.0,1908.0,715.0,1.0,1362.0,242.0,13.0,LGD Gaming
4294-5409,0,2,Top Esports,2136,1,16.0,-16.0,36.0,3.0,1.0,0.0,0.0,1.0,0.4495,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,7.0,1.0,1.0,2.0,25978.0,729.7190999999998,-193.34270000000015,-613.7359999999999,0.0,0.0,9.0,0.2527999999999999,-8.0,43.0,1.2077999999999998,11934.0,11934.0,335.2247000000001,6580.0,0.227152,74.0,18.0,35.0,1039.0,468.0,3.0,3224.0,5570.0,50.0,LGD Gaming
ESPORTSTMNT01/1050537,0,1,DAMWON Gaming,2491,0,-9.0,9.0,-25.0,1.0,0.0,0.0,0.0,0.0,-0.2167,0.0,0.0,-3.0,-3.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.0,-3.0,0.0,-7.0,0.0,0.0,-3.0,-17640.0,-424.8896,700.3693000000003,-1284.5924999999997,-8.0,-0.19270000000000032,-14.0,-0.33729999999999993,-3.0,-25.0,-0.602100000000001,-12825.0,-12825.0,-308.9121,-2942.0,-0.0886092,-57.0,8.0,-29.0,-528.0,-442.0,-4.0,-2392.0,-2476.0,-23.0,SANDBOX Gaming
ESPORTSTMNT01/1050551,0,2,SANDBOX Gaming,1416,0,-15.0,15.0,-36.0,-6.0,0.0,0.0,0.0,1.0,-0.6356,0.0,0.0,-3.0,-3.0,-1.0,0.0,-2.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-9.0,0.0,0.0,-1.0,-31506.0,-1335.0,547.5847000000003,618.4322000000002,1.0,0.042300000000000004,-7.0,-0.2967000000000002,4.0,-29.0,-1.2287999999999997,-19802.0,-19802.0,-839.0678,-13850.0,-0.7075359999999999,-78.0,-16.0,-21.0,-2224.0,-939.0,-52.0,-6816.0,-3390.0,-101.0,DAMWON Gaming
ESPORTSTMNT01/1060524,0,3,DAMWON Gaming,2426,0,-1.0,1.0,4.0,-2.0,0.0,0.0,0.0,1.0,-0.02479999999999999,0.0,1.0,-3.0,-3.0,-1.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.0,-6.0,0.0,0.0,-1.0,-4371.0,-108.10390000000007,245.16899999999987,-16.323199999999815,12.0,0.2967999999999993,-26.0,-0.643,-15.0,-12.0,-0.2967000000000013,-8816.0,-8816.0,-218.03790000000004,-4975.0,-0.14237160000000001,-17.0,7.0,-6.0,-752.0,-1272.0,-54.0,-2465.0,-485.0,-48.0,SANDBOX Gaming
4297-5414,0,1,Suning,2195,1,11.0,-11.0,23.0,2.0,1.0,0.0,0.0,1.0,0.30069999999999997,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,2.0,30759.0,840.7927,-734.7881000000002,148.29150000000027,-5.0,-0.13670000000000027,19.0,0.5193999999999999,8.0,37.0,1.0114,11314.0,11314.0,309.26649999999995,8710.0,0.278586,21.0,-3.0,13.0,766.0,-281.0,-16.0,990.0,-2269.0,-21.0,FunPlus Phoenix
4297-5415,0,2,Suning,2314,0,1.0,-1.0,-30.0,0.0,-2.0,-1.0,0.0,0.0,0.026000000000000023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-3.0,0.0,-8.0,0.0,1.0,-4.0,20296.0,526.2575999999999,-442.5065000000004,-1224.1918000000005,15.0,0.3889999999999998,3.0,0.0777000000000001,13.0,57.0,1.4779999999999998,-5334.0,-5334.0,-138.30589999999984,1595.0,0.049283600000000004,-15.0,0.0,1.0,750.0,238.0,30.0,3284.0,3463.0,29.0,FunPlus Phoenix
